Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,PopDen,nearest_road_distance
2016-03,2016,3,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,-4.270767942,55.83625604,31,,5,11.07307692,31,,18.30284,10.08283,6.141131,80.66822596,1012.694422,65.23022769,3.020388828,120.9323948,6.622002442,0.38569136,Rural Areas,3,,2.40451666,,test,train8,test,train5,train8,test,train7,train7,train3,train8,0.007081626,9.431613068
2016-03,2016,3,Glasgow Townhead,Rest,259692.6,665899.13,-4.24363094,55.86578198,0,28.60322581,0,9.996774194,0,6.641935484,25.42956,10.5857,6.348083,80.54292805,1012.693447,50.04639993,3.270368418,118.0585601,6.93467515,0.3417048,Rural Areas,3,3.353519502,2.30226246,1.89340341,train6,test,test,test,train7,train3,test,train4,train4,train9,0.00823493,286.2007658
2016-03,2016,3,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,-4.354967932,55.79412004,1,11.00666667,0,7.761290323,31,,9.787962,8.898339,5.479627,82.33335397,1012.678577,96.45526486,2.931751142,125.5085885,6.155879249,0.7183768,Rural Areas,3,2.39850115,2.049148599,,train4,train2,test,train1,test,train4,train7,train1,train7,train3,0.000584924,703.3625679
2016-03,2016,3,Grangemouth,Industrial,293829.88,681020.65,-3.704398944,56.01031895,0,17.03870968,1,8.933333333,9,5.25,16.20508,10.28637,6.357592,80.8408987,1012.625802,18.06238664,3.912727149,107.4335866,6.670192487,0.39348932,Rural Areas,3,2.835487795,2.189789599,1.658228077,test,test,train10,train3,train9,train3,train2,train7,train7,train1,0.002763145,276.6920559
2016-03,2016,3,Grangemouth Moray,Rest,293436.55,681344.72,-3.710832922,56.01314198,0,18.60322581,31,,31,,16.20508,10.28637,6.357592,80.8408987,1012.625802,18.06238664,3.912727149,107.4335866,6.670192487,0.39348932,Rural Areas,3,2.923334996,,,train6,train7,train9,train2,train1,train4,train9,test,train5,train5,0.002763145,58.50815374
2016-03,2016,3,Inverclyde Greenock A8,Roadside,229331.5,675714.7,-4.73442097,55.94407866,6,34.316,6,16.196,23,4.575,11.61316,8.545309,5.226347,80.050443,1012.494695,63.87981461,3.964457482,122.8690779,6.615476068,0.42160896,Other Urban Areas,3,3.535611718,2.784764298,1.520606699,test,train2,train3,test,train3,train5,train7,train10,train7,test,0.003106301,2.984158052
2016-03,2016,3,Inverness,Roadside,265708.85,845668.85,-4.241451007,57.48130795,1,27.49666667,31,,31,,6.714163,8.322395,4.987269,80.53129463,1011.805588,43.60442343,2.938922483,116.9357976,6.545715094,0.30989144,Rural Areas,3,3.314064785,,,train4,train9,train5,test,train8,train5,train4,train2,train3,train8,0.003393486,9.161786596
2016-03,2016,3,Inverness Academy Street,Roadside,266653,845439,-4.225591911,57.47952362,31,,31,,31,,10.37614,8.294503,4.960936,80.42903786,1011.799043,43.50574324,2.860727919,116.3793169,6.574643739,0.29296602,Other Urban Areas,3,,,,train10,train10,train8,test,train1,train9,train8,train6,train4,test,0.002544886,19.54834901
2016-03,2016,3,Inverness Academy Street 1st Floor,Roadside,266653.2,845439.2,-4.225588687,57.47952547,31,,31,,31,,10.37614,8.294503,4.960936,80.42903786,1011.799043,43.50574324,2.860727919,116.3793169,6.574643739,0.29296602,Other Urban Areas,3,,,,test,test,test,train4,train2,train6,test,test,train9,train1,0.002544886,19.26604113
2016-03,2016,3,Lerwick,Rest,445350.77,1139689.93,-1.185318917,60.13922003,0,4.919354839,31,,31,,7.818168,6.285021,3.553609,86.65787652,1009.741041,78.94813174,6.736187252,92.27951113,5.482512722,0.59593668,Rural Areas,3,1.593177392,,,train5,train10,train9,test,train10,test,train7,train2,test,train7,0.000260889,140.2011149
2016-03,2016,3,N Lanarkshire Airdrie Kenilworth Dr,Roadside,277385.6,665831.3,-3.961072478,55.87000076,31,,31,,31,,14.48277,10.45659,6.307819,82.15406828,1012.756653,35.51320578,4.325664444,105.9124908,5.381107071,0.46958004,Other Urban Areas,3,,,,train3,train4,train9,train10,train7,test,train2,train7,train6,test,0.003607977,14.81314762
2016-03,2016,3,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,-3.94734605,55.84580998,1,35.75666667,15,17.0625,31,,12.20694,10.72488,6.159377,82.28299931,1012.76707,37.48385829,4.053453741,105.0051493,5.545344354,0.4868802,Rural Areas,3,3.576736732,2.836883073,,train1,train5,test,train7,train7,train5,test,train7,train10,test,0.000461791,3.193975307
2016-03,2016,3,N Lanarkshire Coatbridge Sunnyside Rd,Roadside,273054,665234.7,-4.029968166,55.86352174,31,,31,,31,,16.97923,10.09044,6.251932,81.84111117,1012.755515,31.38419919,3.769328862,109.2389506,5.8048834,0.40288616,Other Urban Areas,3,,,,train7,train6,train7,train4,train3,train7,train6,train9,train4,train8,0.003444783,11.55067351
2016-03,2016,3,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,-4.019443945,55.85194396,31,,5,11.29615385,31,,17.69104,11.09413,6.609863,81.38622049,1012.768678,35.33151869,3.634523548,108.1449449,5.928342092,0.40193984,Rural Areas,3,,2.4244623,,train10,train3,train1,train1,train6,train2,train6,test,train5,train3,0.004154454,16.13114014
2016-03,2016,3,N Lanarkshire Croy,Roadside,272770.4,675740.3,-4.039443976,55.95777804,3,21.14642857,3,12.62857143,31,,11.95169,9.241319,5.591946,82.30767563,1012.687007,48.02922282,3.787183444,111.6719127,5.856871935,0.55274284,Other Urban Areas,3,3.051471029,2.535961821,,test,train6,train7,test,test,test,train1,test,test,train7,0.001112801,9.039749229
2016-03,2016,3,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,-4.037413226,55.84358325,0,55.15483871,0,11.16774194,31,,17.00101,10.8661,6.658315,81.46485149,1012.766356,36.0697718,3.483989905,109.4551576,6.012364301,0.47181432,Other Urban Areas,3,4.010144479,2.413029438,,train2,train9,train7,train6,train9,train4,train9,train5,train3,test,0.005226798,32.05366888
2016-03,2016,3,N Lanarkshire Moodiesburn,Roadside,269929,670386,-4.082340363,55.90894138,0,21.43870968,0,8.135483871,31,,15.28426,10.19931,6.128171,82.65772731,1012.708665,45.71584826,3.736190182,111.9658512,5.822012983,0.51337856,Other Urban Areas,3,3.065198151,2.096235219,,train1,test,train2,train2,test,train2,train9,train3,train5,train8,0.002772129,11.22300763
2016-03,2016,3,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,-3.986388952,55.78833303,31,,0,14.20322581,31,,21.31661,11.20603,6.850164,82.00305227,1012.819871,45.73897543,3.124563463,108.4772466,5.886588855,0.40449256,Rural Areas,3,,2.653469108,,train10,test,train9,test,test,train6,train3,train5,test,train2,0.002828871,81.53773543
2016-03,2016,3,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,-4.023223128,55.84352272,3,32.82142857,0,10.56451613,31,,21.39296,12.46955,6.940497,81.34966607,1012.775941,36.25674701,3.369857904,108.4620537,6.094579,0.43164236,Other Urban Areas,3,3.491081612,2.357500851,,train2,test,train2,train6,train1,train7,train4,train8,train4,train7,0.000753627,19.7483369
2016-03,2016,3,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,-4.09057047,55.82893997,31,,31,,31,,21.32629,12.36038,7.028868,81.59947261,1012.771846,41.86292996,2.85157729,113.4979256,6.359117782,0.48949332,Large Urban Areas,3,,,,train3,train9,train7,train6,train1,train10,train4,train10,train6,test,0.003157591,19.34483261
2016-03,2016,3,North Ayrshire Irvine High St,Kerbside,232142,638892,-4.666789703,55.61457831,1,29.24333333,0,13.02903226,0,6.577419355,10.71581,9.002791,5.783385,79.82189839,1012.669785,55.58983778,4.440674376,117.155948,6.771663843,0.42807048,Other Urban Areas,3,3.375651627,2.567180118,1.883642473,train9,train1,train3,train2,train4,test,test,train8,test,train7,0.002991044,142.8479924
2016-03,2016,3,Paisley Gordon Street,Roadside,248316.83,663615.52,-4.423958026,55.84183603,0,30.51290323,0,14.30322581,31,,16.34148,9.722612,5.995084,81.71427152,1012.619302,73.27455045,3.180196013,125.0626747,6.949610658,0.41206472,Rural Areas,3,3.418149651,2.660485093,,train8,test,train10,train4,test,test,train5,train10,train3,train1,0.004200029,13.50052293
2016-03,2016,3,Peebles,Rest,324814.65,641087.92,-3.19652692,55.65747203,0,6.722580645,31,,31,,3.912285,8.014412,5.04627,83.42153495,1012.843604,49.77891736,3.144250825,90.38247734,5.258882227,0.59898608,Rural Areas,3,1.905472105,,,train5,train2,train6,train8,train1,train3,train3,train1,train3,train9,0.001103301,325.8272606
2016-03,2016,3,Perth Atholl Street,Roadside,311577.28,723931.02,-3.434181973,56.39932696,0,49.58709677,0,24.32258065,31,,11.1477,9.786637,5.740034,80.81918988,1012.483442,22.04824549,2.682453228,116.9021947,6.122141037,0.55447192,Rural Areas,3,3.903730654,3.191405164,,train5,train8,train3,train2,test,test,train3,train5,train9,train2,0.005320228,7.541035454
2016-03,2016,3,Perth Crieff,Roadside,286363,721614,-3.841475287,56.37312625,1,25.93666667,0,18.87096774,31,,4.807431,9.33672,5.470466,81.59454124,1012.61516,52.63701255,3.59825072,127.426791,5.565383414,0.5049102,Rural Areas,3,3.255657669,2.937624643,,train7,train9,train6,train5,train2,train2,train10,train5,test,train6,0.003052405,8.087489738
2016-03,2016,3,Perth High Street,Roadside,311680.93,723624.9,-3.432400001,56.39659701,0,28.45806452,0,12.35806452,31,,11.1477,9.786637,5.740034,80.81918988,1012.483442,22.04824549,2.682453228,116.9021947,6.122141037,0.50541864,Rural Areas,3,3.348431583,2.514308847,,train8,train8,test,train3,train6,train8,train10,train10,train10,train4,0.005320228,319.1852353
2016-03,2016,3,Renfrew Cockels Loan,Roadside,250464,665933,-4.390979228,55.86331069,0,36.66774194,0,12.27741935,31,,18.4888,11.0956,6.33919,81.40456966,1012.615716,58.07960453,3.321029198,121.9516964,6.671699783,0.43112956,Large Urban Areas,3,3.601897402,2.50776175,,train8,train3,train8,train2,test,train2,train4,test,train5,train4,0.000807133,26.41545805
2016-03,2016,3,Renfrew Inchinnan Road,Roadside,250567,667558.1,-4.390231474,55.87793123,31,,31,,31,,15.94513,10.21566,6.191491,81.25999508,1012.603236,54.55126578,3.23738805,121.5844321,6.737562979,0.44897516,Large Urban Areas,3,,,,train10,train4,train1,test,train6,train4,train2,train3,train5,train2,0.004427658,10.64165285
2016-03,2016,3,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,-4.633680996,55.47016203,31,,31,,31,,9.210422,8.208325,5.129355,79.10726973,1012.726996,51.216559,4.47306319,119.5099234,6.696518864,0.33868468,Rural Areas,3,,,,train8,train5,train2,train8,train2,train3,train9,train8,train2,test,0.003313132,314.4604262
2016-03,2016,3,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,-4.631672929,55.46453104,0,19.21935484,31,,31,,9.210422,8.208325,5.129355,79.10726973,1012.726996,51.216559,4.47306319,119.5099234,6.696518864,0.33868468,Rural Areas,3,2.955917836,,,test,train1,train7,train3,train3,train10,train5,train9,train7,train7,0.003313132,20.8577063
2016-03,2016,3,South Lanarkshire Blantyre,Roadside,268916,657605,-4.09235526,55.79390732,31,,31,,31,,14.09675,10.47414,6.622684,81.91762961,1012.796577,42.14254758,2.797233248,115.5039851,6.137683251,0.48719716,Other Urban Areas,3,,,,train8,train9,test,train1,train7,train1,test,train4,test,train1,0.004507435,11.11249079
2016-03,2016,3,South Lanarkshire Cambuslang,Kerbside,264319,660519,-4.167073146,55.81880163,0,44.34516129,0,15.26451613,31,,15.12313,10.21219,6.363093,81.50098762,1012.758868,47.40002964,2.718048973,118.0789115,6.545939918,0.4384648,Large Urban Areas,3,3.7920036,2.725530928,,test,train4,train4,train9,train3,train6,test,train6,train8,train9,0.003260058,7.878133166
2016-03,2016,3,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,-4.163610983,55.775278,0,42.49677419,0,17.00322581,31,,15.64167,10.40251,6.429307,81.83622434,1012.785501,60.85038577,3.527174117,116.699387,5.641941481,0.50395484,Rural Areas,3,3.749428172,2.833403079,,train5,train7,train10,train9,train1,train9,test,test,train4,train4,0.003947225,4.914430819
2016-03,2016,3,South Lanarkshire Hamilton,Roadside,272298,655289,-4.037365263,55.77401709,0,43.75806452,31,,31,,17.12927,10.89328,6.480418,82.16596249,1012.819754,41.23810847,2.546269554,113.7541656,6.156859138,0.47608312,Other Urban Areas,3,3.778675928,,,test,train7,train9,test,train5,train2,train10,train3,train8,train3,0.002328911,6.74367849
2016-03,2016,3,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,-3.775657996,55.67393599,0,29.08387097,0,13.18709677,0,7.061290323,8.013946,9.228241,5.546964,85.25434318,1012.892516,40.17976085,5.139494145,98.8322332,4.977727436,0.56722328,Rural Areas,3,3.370183758,2.579238834,1.9546278,train6,test,test,test,train6,test,train1,train6,train1,train10,0.002411705,3.606069758
2016-03,2016,3,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,-4.058362489,55.7988131,21,34.72,31,,31,,21.05006,12.42551,6.983053,81.48351962,1012.797754,41.65196128,2.536969749,112.8137852,6.411820967,0.4576868,Rural Areas,3,3.54731589,,,test,train10,train1,train5,train2,test,train6,test,train1,train4,0.000333639,35.00838955
2016-03,2016,3,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,-4.218786034,55.82840798,0,56.26129032,0,17.87419355,31,,18.3892,10.87698,6.511906,80.92059309,1012.734234,49.65139824,2.882078591,119.2485775,6.636275698,0.38230592,Rural Areas,3,4.030006738,2.883357971,,test,train9,train2,train6,train6,test,train4,train10,train2,train6,0.004235152,10.42225267
2016-03,2016,3,South Lanarkshire Uddingston,Roadside,269657,660305.7,-4.081839503,55.81835747,0,33.32580645,0,10.23870968,0,4.716129032,16.85682,10.34078,6.420775,81.64528447,1012.778215,42.57206829,2.770009365,113.815795,6.35199945,0.53282,Other Urban Areas,3,3.506332065,2.326175604,1.550988343,train3,train2,test,train8,train1,train7,train9,train6,train4,train7,0.003012259,7.476428806
2016-03,2016,3,Stirling Craig's Roundabout,Roadside,279955,693012,-3.932178761,56.11471995,0,24.2483871,0,12.52258065,31,,12.61562,9.427147,5.659653,81.59715934,1012.635334,37.98717457,3.604884974,121.1148191,6.755714501,0.39266136,Other Urban Areas,3,3.188350104,2.527533466,,train9,test,train1,train4,train5,test,train9,train7,train4,train5,0.003784422,23.09566273
2016-03,2016,3,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,-4.406231024,55.91795997,0,24.97741935,0,8.448387097,0,5.138709677,14.92795,9.839438,5.967862,82.61932418,1012.572838,54.10701293,3.791786478,124.4770371,6.092956156,0.55467564,Rural Areas,3,3.217972191,2.133975547,1.636802012,train2,train1,test,train4,train9,train1,train7,train1,test,train5,0.00327771,29.32199251
2016-03,2016,3,West Dunbartonshire Glasgow Road,Roadside,240234.67,675198.79,-4.559729998,55.94319696,0,21.12258065,31,,31,,10.75688,8.948269,5.428979,82.82129743,1012.546232,57.64870486,2.99490747,127.0461676,6.450504228,0.37511136,Rural Areas,3,3.050342641,,,train4,test,train5,train3,train9,train4,test,train3,test,train10,0.00406473,5.975355394
2016-03,2016,3,West Lothian Broxburn,Roadside,308314.04,672230.25,-3.469190056,55.93435701,0,35.79032258,1,16.60666667,31,,14.64562,11.25988,6.40962,80.71062334,1012.556717,29.49571231,3.839429002,101.5431838,5.940859776,0.46665632,Rural Areas,3,3.577677538,2.809804221,,train10,train8,train3,test,train3,test,train7,train7,train9,train6,0.002236293,7.21704839
2016-03,2016,3,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,-3.597309839,55.97670967,0,31.56129032,0,15.19354839,31,,13.99723,10.37993,6.012998,81.84024344,1012.583873,25.91883957,4.338874245,105.7871343,6.132132613,0.46487612,Other Urban Areas,3,3.45193138,2.72087089,,train7,train3,train5,test,test,train3,train4,train3,train2,train4,0.001483517,6.003113457
2016-03,2016,3,West Lothian Newton,Roadside,309258,677728.99,-3.45593904,55.98392504,0,22.80645161,1,17.24666667,31,,11.30249,11.79362,6.21874,81.26084941,1012.534595,31.87523349,4.818150352,102.0447728,5.719406959,0.46631688,Rural Areas,3,3.127043461,2.847618888,,train6,train6,train7,train4,test,train7,train2,train8,train8,train10,4.42E-05,5.755533574
2016-04,2016,4,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,-2.125446985,57.12856696,0,24.06666667,3,13.43333333,30,,15.96019,10.55266,6.172001,78.44319406,1011.121797,99.58060834,5.402023455,157.419881,5.865666861,0.47397328,Large Urban Areas,4,3.180827757,2.59773918,,test,train4,test,train9,train7,train5,train8,test,train3,test,0.005123445,14.49298793
2016-04,2016,4,Aberdeen Errol Place,Rest,394395.8,807391.98,-2.094278044,57.15736002,0,14.73666667,0,11.23,8,5.927272727,19.87877,10.31663,5.94299,78.67584141,1011.112935,105.7198972,5.473514161,159.6921909,6.071536512,0.38864824,Large Urban Areas,4,2.690338719,2.418588769,1.779564196,train9,train6,train2,train9,train2,train10,train8,train2,test,test,0.006877316,76.62294631
2016-04,2016,4,Aberdeen King Street,Roadside,394333,808770,-2.095348117,57.16973795,0,23.84333333,7,15.30869565,30,,17.38135,10.17115,5.806363,78.97963869,1011.113141,97.27727424,5.354748566,160.2494126,6.119961717,0.62883584,Large Urban Areas,4,3.171504653,2.72842101,,train9,train7,train8,train3,train10,train5,train10,train4,test,train9,0.003926085,9.599338545
2016-04,2016,4,Aberdeen Market Street 2,Roadside,394551.62,805673.18,-2.091663919,57.14192196,0,43.20333333,0,14.58666667,0,6.516666667,31.23656,11.62385,6.849536,78.99760803,1011.111571,103.6985895,5.467331963,160.545616,6.044718511,0.21281556,Large Urban Areas,4,3.765917653,2.680107869,1.874362998,train10,train6,train5,test,test,train2,train8,test,train1,test,0.003730111,7.363513475
2016-04,2016,4,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,-2.106472003,57.14455502,0,47.04666667,15,14.26666667,15,8.213333333,22.30283,10.77242,6.308893,78.55177082,1011.117373,104.0536616,5.384655216,158.7050458,5.972627922,0.32666998,Large Urban Areas,4,3.851140017,2.657925814,2.10575885,train2,train1,train4,train2,train9,train8,test,train4,test,train8,0.008052278,13.61053035
2016-04,2016,4,Aberdeen Wellington Road,Roadside,394410.99,804813.2,-2.093968047,57.13419503,0,50.06333333,0,17.85333333,30,,20.35855,10.55765,6.170999,79.30038601,1011.110549,105.8800602,5.782593622,160.6979257,5.861556255,0.45768148,Large Urban Areas,4,3.913288871,2.882190232,,train1,train10,test,train7,train8,train9,train5,test,train9,train10,0.004007295,9.754705711
2016-04,2016,4,Alloa A907,Roadside,288689,693068,-3.791820157,56.11733979,0,25.80666667,0,13.29,30,,15.5629,10.26566,6.215875,76.62334017,1011.575848,63.73463318,3.93706658,157.9356704,6.994703341,0.46083488,Other Urban Areas,4,3.250632856,2.587011873,,train3,train3,train4,train10,train4,train10,train1,test,test,train3,0.003703423,2.820852372
2016-04,2016,4,Bush Estate,Rest,324629.04,663890.62,-3.205782065,55.862281,0,6.026666667,30,,30,,8.075246,9.222131,5.575827,78.1285526,1011.261367,90.73743303,4.217330618,148.6673,5.880198464,0.66332384,Rural Areas,4,1.796194066,,,train5,test,train2,train7,test,train3,train3,train9,train9,train6,4.20E-05,67.55410485
2016-04,2016,4,Dumfries,Roadside,297019.53,576254.03,-3.614233057,55.070033,0,33.7,30,,30,,11.57991,9.023594,5.621769,78.87583975,1011.553727,84.74181466,3.216093103,140.50162,7.20286554,0.47514076,Rural Areas,4,3.517497837,,,train9,train4,train9,train2,train2,train10,train6,train9,train7,train10,0.001794662,7.734609493
